500000000	48.621
595000000	47.764
690000000	47.111
785000000	46.591
880000000	46.162
975000000	45.798
1070000000	45.483
1165000000	45.204
1260000000	44.954
1355000000	44.726
1450000000	44.516
1545000000	44.321
1640000000	44.138
1735000000	43.964
1830000000	43.799
1925000000	43.641
2020000000	43.489
2115000000	43.342
2210000000	43.199
2305000000	43.059
2400000000	42.923
2495000000	42.79
2590000000	42.658
2685000000	42.529
2780000000	42.402
2875000000	42.276
2970000000	42.151
3065000000	42.028
3160000000	41.905
3255000000	41.783
3350000000	41.662
3445000000	41.542
3540000000	41.422
3635000000	41.303
3730000000	41.184
3825000000	41.065
3920000000	40.947
4015000000	40.829
4110000000	40.711
4205000000	40.593
4300000000	40.475
4395000000	40.358
4490000000	40.241
4585000000	40.123
4680000000	40.006
4775000000	39.889
4870000000	39.771
4965000000	39.654
5060000000	39.537
5155000000	39.42
5250000000	39.303
5345000000	39.185
5440000000	39.068
5535000000	38.951
5630000000	38.834
5725000000	38.717
5820000000	38.6
5915000000	38.482
6010000000	38.365
6105000000	38.248
6200000000	38.131
6295000000	38.014
6390000000	37.897
6485000000	37.78
6580000000	37.663
6675000000	37.546
6770000000	37.429
6865000000	37.312
6960000000	37.195
7055000000	37.078
7150000000	36.961
7245000000	36.845
7340000000	36.728
7435000000	36.612
7530000000	36.496
7625000000	36.379
7720000000	36.263
7815000000	36.147
7910000000	36.031
8005000000	35.916
8100000000	35.8
8195000000	35.685
8290000000	35.569
8385000000	35.454
8480000000	35.339
8575000000	35.225
8670000000	35.11
8765000000	34.996
8860000000	34.881
8955000000	34.768
9050000000	34.654
9145000000	34.54
9240000000	34.427
9335000000	34.314
9430000000	34.201
9525000000	34.088
9620000000	33.976
9715000000	33.863
9810000000	33.752
9905000000	33.64
10000000000	33.528
