500000000	0.70444
595000000	0.73727
690000000	0.77006
785000000	0.80332
880000000	0.83736
975000000	0.8724
1070000000	0.90858
1165000000	0.94602
1260000000	0.98478
1355000000	1.0249
1450000000	1.0665
1545000000	1.1094
1640000000	1.1539
1735000000	1.1998
1830000000	1.2472
1925000000	1.296
2020000000	1.3463
2115000000	1.398
2210000000	1.4512
2305000000	1.5058
2400000000	1.5618
2495000000	1.6193
2590000000	1.6781
2685000000	1.7383
2780000000	1.7998
2875000000	1.8627
2970000000	1.9268
3065000000	1.9923
3160000000	2.0591
3255000000	2.1271
3350000000	2.1963
3445000000	2.2668
3540000000	2.3384
3635000000	2.4112
3730000000	2.4852
3825000000	2.5603
3920000000	2.6365
4015000000	2.7138
4110000000	2.7922
4205000000	2.8716
4300000000	2.952
4395000000	3.0335
4490000000	3.1159
4585000000	3.1993
4680000000	3.2836
4775000000	3.3689
4870000000	3.4551
4965000000	3.5421
5060000000	3.63
5155000000	3.7188
5250000000	3.8083
5345000000	3.8987
5440000000	3.9899
5535000000	4.0818
5630000000	4.1744
5725000000	4.2678
5820000000	4.3619
5915000000	4.4567
6010000000	4.5521
6105000000	4.6482
6200000000	4.745
6295000000	4.8423
6390000000	4.9403
6485000000	5.0388
6580000000	5.1379
6675000000	5.2375
6770000000	5.3377
6865000000	5.4384
6960000000	5.5395
7055000000	5.6412
7150000000	5.7433
7245000000	5.8459
7340000000	5.9488
7435000000	6.0523
7530000000	6.1561
7625000000	6.2603
7720000000	6.3648
7815000000	6.4697
7910000000	6.575
8005000000	6.6806
8100000000	6.7865
8195000000	6.8927
8290000000	6.9992
8385000000	7.106
8480000000	7.213
8575000000	7.3203
8670000000	7.4278
8765000000	7.5355
8860000000	7.6435
8955000000	7.7516
9050000000	7.86
9145000000	7.9685
9240000000	8.0771
9335000000	8.186
9430000000	8.2949
9525000000	8.404
9620000000	8.5132
9715000000	8.6225
9810000000	8.7319
9905000000	8.8414
10000000000	8.951
