500000000	0.82245
595000000	0.84842
690000000	0.87589
785000000	0.90509
880000000	0.93616
975000000	0.96917
1070000000	1.0042
1165000000	1.0412
1260000000	1.0803
1355000000	1.1214
1450000000	1.1645
1545000000	1.2097
1640000000	1.2569
1735000000	1.3061
1830000000	1.3573
1925000000	1.4105
2020000000	1.4656
2115000000	1.5226
2210000000	1.5816
2305000000	1.6424
2400000000	1.705
2495000000	1.7695
2590000000	1.8358
2685000000	1.9039
2780000000	1.9738
2875000000	2.0453
2970000000	2.1186
3065000000	2.1936
3160000000	2.2702
3255000000	2.3484
3350000000	2.4283
3445000000	2.5097
3540000000	2.5926
3635000000	2.6771
3730000000	2.7631
3825000000	2.8506
3920000000	2.9395
4015000000	3.0299
4110000000	3.1217
4205000000	3.2148
4300000000	3.3093
4395000000	3.4051
4490000000	3.5022
4585000000	3.6006
4680000000	3.7002
4775000000	3.8011
4870000000	3.9032
4965000000	4.0065
5060000000	4.1109
5155000000	4.2165
5250000000	4.3231
5345000000	4.4309
5440000000	4.5398
5535000000	4.6496
5630000000	4.7606
5725000000	4.8725
5820000000	4.9853
5915000000	5.0992
6010000000	5.214
6105000000	5.3297
6200000000	5.4463
6295000000	5.5637
6390000000	5.682
6485000000	5.8012
6580000000	5.9211
6675000000	6.0419
6770000000	6.1634
6865000000	6.2857
6960000000	6.4087
7055000000	6.5324
7150000000	6.6568
7245000000	6.7819
7340000000	6.9076
7435000000	7.034
7530000000	7.161
7625000000	7.2886
7720000000	7.4168
7815000000	7.5455
7910000000	7.6748
8005000000	7.8046
8100000000	7.935
8195000000	8.0658
8290000000	8.1971
8385000000	8.3289
8480000000	8.4612
8575000000	8.5938
8670000000	8.7269
8765000000	8.8604
8860000000	8.9943
8955000000	9.1285
9050000000	9.2632
9145000000	9.3981
9240000000	9.5334
9335000000	9.669
9430000000	9.8049
9525000000	9.9411
9620000000	10.078
9715000000	10.214
9810000000	10.351
9905000000	10.488
10000000000	10.626
